구,년월일,신고수,평균기온,최저기온,최고기온,일강수량,최대순간풍속,평균풍속,경찰 인력,CCTV개수,총생활인구수평균,범죄소계,숙박업소_합계,유흥업소_합계,주택수_소계
강남구,2021-01-01,342,-3.6,-9.0,2.2,0.0,6.4,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-02,331,-3.8,-6.6,-0.3,0.0,6.9,1.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-03,356,-4.4,-8.8,-0.7,0.0,6.2,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-04,411,-2.8,-8.1,0.9,0.0,4.0,0.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-05,393,-4.2,-7.9,-1.4,0.0,7.7,1.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-06,1094,-6.3,-10.7,-1.7,6.0,7.4,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-07,619,-13.4,-15.7,-7.4,0.0,9.7,2.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-08,493,-13.7,-17.0,-9.5,0.0,7.7,2.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-09,437,-11.3,-15.8,-6.6,0.0,8.2,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-10,337,-8.0,-14.5,-2.4,0.0,4.6,0.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-11,456,-6.7,-11.1,-3.3,0.0,2.9,0.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-12,570,-4.0,-9.9,0.2,2.0,5.1,0.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-13,491,2.5,-3.6,9.0,0.0,6.6,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-14,554,1.0,-4.2,8.1,0.0,3.9,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-15,554,4.9,-1.1,11.2,0.0,7.4,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-16,472,-3.7,-7.6,0.7,0.0,7.3,2.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-17,309,-4.5,-8.7,-0.8,0.0,5.9,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-18,453,-2.7,-8.1,1.1,0.5,10.2,1.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-19,583,-5.9,-10.5,-0.3,0.0,5.2,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-20,501,-0.9,-7.6,7.8,0.0,4.1,0.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-21,575,4.2,1.8,7.6,12.0,3.5,0.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-22,582,5.6,3.9,7.1,0.5,2.8,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-23,560,7.7,2.8,13.0,0.0,5.1,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-24,431,5.8,0.1,13.9,0.0,3.6,0.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-25,564,6.6,1.2,14.8,0.0,5.9,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-26,548,5.7,2.9,7.4,2.5,6.3,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-27,577,3.4,-1.4,7.9,0.0,6.3,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-28,486,-1.6,-8.5,2.5,1.5,12.9,2.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-29,550,-7.4,-10.3,-3.7,0.0,9.3,2.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-30,519,-1.0,-7.0,6.4,0.0,5.8,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-01-31,387,4.0,-4.5,10.9,0.0,4.9,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-01,476,5.9,-1.0,11.5,1.0,8.4,1.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-02,496,-4.3,-6.8,-1.1,0.0,10.4,2.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-03,534,-2.3,-7.9,2.5,1.5,7.1,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-04,562,-2.4,-6.0,1.4,1.0,7.0,1.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-05,554,2.2,-4.5,7.7,0.0,6.1,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-06,514,7.5,3.5,11.8,0.0,5.8,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-07,462,4.5,-1.4,8.5,0.0,8.0,2.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-08,512,-1.8,-4.0,1.6,0.0,9.4,2.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-09,560,-0.2,-5.6,5.6,0.0,6.5,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-10,538,3.6,-2.1,8.5,0.0,5.5,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-11,372,4.8,-0.8,11.4,0.0,3.6,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-12,310,5.7,-0.8,14.5,0.0,4.3,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-13,309,6.3,-1.4,16.3,0.0,4.3,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-14,400,9.7,4.2,15.0,0.0,3.9,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-15,472,2.1,-4.1,9.8,0.5,10.8,2.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-16,446,-4.1,-6.0,-1.2,0.5,10.1,2.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-17,472,-7.4,-9.3,-3.7,0.0,11.1,3.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-18,517,-4.7,-9.4,0.0,0.0,8.1,2.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-19,576,2.5,-6.5,9.8,0.0,7.9,1.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-20,603,8.6,3.6,16.1,0.0,5.9,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-21,466,11.5,2.5,19.0,0.0,7.9,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-22,513,8.3,1.6,14.1,0.0,9.5,1.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-23,564,1.4,-1.4,5.7,0.0,7.4,2.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-24,623,3.5,-1.7,10.0,0.0,3.8,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-25,557,4.4,0.0,8.8,0.0,3.2,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-26,619,8.5,-0.3,15.9,0.0,6.6,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-27,587,9.5,3.0,16.7,0.0,6.5,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-02-28,404,8.1,1.5,11.4,0.0,4.9,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-01,408,4.8,0.5,9.5,70.0,9.3,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-02,537,3.3,0.6,8.0,0.0,5.8,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-03,578,4.5,-1.2,10.3,0.0,6.5,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-04,556,7.0,1.4,12.8,0.0,5.3,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-05,641,9.1,1.3,16.5,0.0,6.1,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-06,532,7.0,4.0,11.8,0.0,7.4,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-07,437,6.7,2.7,12.9,0.0,5.1,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-08,505,7.3,0.8,14.5,0.0,6.0,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-09,512,7.2,1.3,13.1,0.0,6.0,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-10,512,9.0,1.4,17.2,0.0,4.6,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-11,654,10.5,3.4,18.1,0.0,5.3,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-12,614,11.2,8.6,14.5,0.0,6.6,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-13,589,10.1,4.6,15.4,0.0,7.0,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-14,440,9.4,4.8,14.6,0.0,5.5,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-15,513,11.3,4.3,16.9,0.5,6.8,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-16,513,9.5,6.1,14.8,1.5,7.8,1.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-17,562,9.6,2.8,17.9,0.0,5.5,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-18,610,11.9,4.1,19.2,0.0,4.8,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-19,717,15.8,12.2,20.5,0.0,5.7,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-20,622,10.2,7.9,14.9,4.0,6.5,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-21,421,6.8,4.4,10.0,0.0,10.8,2.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-22,532,7.1,3.6,12.0,0.0,10.2,2.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-23,579,9.4,2.8,18.1,0.0,8.3,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-24,647,11.2,6.0,17.6,0.0,6.5,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-25,726,12.8,7.2,20.0,0.0,6.3,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-26,677,12.9,4.5,21.6,0.0,3.7,0.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-27,579,12.2,8.5,15.8,19.0,4.6,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-28,446,10.0,8.4,13.6,5.5,8.4,1.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-29,565,11.2,8.6,15.8,0.0,9.0,2.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-30,606,11.6,3.8,19.1,0.0,6.2,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-03-31,702,14.2,4.6,23.3,0.0,4.0,0.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-01,639,17.4,9.0,24.8,0.0,7.3,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-02,745,18.4,13.1,23.6,0.0,5.6,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-03,639,15.1,11.0,18.5,54.0,7.4,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-04,403,12.5,9.4,17.2,0.0,7.6,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-05,581,12.7,6.1,19.6,0.0,6.7,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-06,699,14.5,8.9,20.3,0.0,8.5,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-07,609,14.6,7.4,21.4,0.0,8.0,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-08,635,14.0,7.1,18.9,0.0,8.0,1.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-09,749,13.8,6.9,19.8,0.0,6.5,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-10,640,13.2,8.1,19.6,0.0,6.8,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-11,453,15.1,6.7,22.5,0.0,4.5,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-12,599,14.1,11.8,18.7,19.0,8.2,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-13,568,11.0,6.9,14.8,5.0,8.5,2.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-14,609,9.3,5.2,15.0,0.0,8.1,1.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-15,577,11.9,5.5,19.3,0.0,5.5,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-16,634,11.4,7.5,15.2,0.5,7.7,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-17,500,10.0,5.2,14.9,0.0,9.7,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-18,466,10.9,7.2,16.4,0.0,7.9,2.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-19,510,13.1,5.5,20.7,0.0,5.9,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-20,584,15.1,7.3,23.5,0.0,6.2,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-21,605,19.5,9.0,29.6,0.0,5.3,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-22,631,21.6,16.5,29.1,0.0,6.2,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-23,733,20.0,17.6,23.4,0.0,6.7,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-24,652,18.7,15.0,23.0,0.0,4.8,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-25,513,18.1,11.8,24.4,0.0,5.9,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-26,612,17.1,12.2,22.6,0.0,6.7,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-27,591,16.0,12.7,20.7,0.0,7.2,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-28,656,15.4,11.5,20.2,3.5,6.0,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-29,609,14.7,10.6,19.8,5.0,7.1,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-04-30,720,11.4,8.2,14.4,21.0,6.2,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-01,588,10.6,8.4,15.3,9.5,7.6,1.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-02,469,13.0,8.1,19.9,1.0,7.8,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-03,607,14.5,7.3,21.6,0.0,6.6,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-04,742,14.4,11.8,16.9,19.5,4.8,0.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-05,483,14.6,9.9,19.9,0.5,8.7,2.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-06,536,16.2,8.5,23.8,0.0,12.5,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-07,644,15.0,10.9,17.9,8.0,9.8,2.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-08,524,14.9,9.2,21.4,0.0,9.8,2.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-09,393,16.4,9.5,23.2,0.0,9.6,2.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-10,541,13.0,10.5,14.6,0.0,4.5,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-11,599,18.9,8.7,26.4,0.0,7.5,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-12,671,21.8,17.7,28.0,0.0,5.5,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-13,709,23.0,15.1,30.2,0.0,5.5,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-14,804,24.1,16.7,31.1,0.0,4.7,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-15,614,21.8,20.0,25.4,18.5,5.9,0.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-16,446,18.3,14.3,21.1,46.5,4.4,0.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-17,603,15.6,14.1,17.1,2.5,3.2,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-18,842,18.7,14.5,26.3,0.0,6.6,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-19,591,20.3,11.4,28.2,0.0,6.4,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-20,628,18.9,15.3,23.8,1.5,11.7,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-21,712,15.7,14.0,18.4,12.5,4.7,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-22,712,19.4,13.2,25.6,0.0,6.5,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-23,531,20.2,13.2,26.9,0.0,5.5,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-24,501,20.0,16.6,25.8,0.0,7.7,1.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-25,610,15.9,12.2,19.9,7.0,8.9,1.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-26,714,18.7,11.7,24.5,0.0,7.5,1.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-27,608,16.1,13.2,20.1,7.0,6.2,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-28,665,15.6,11.9,21.3,29.0,8.2,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-29,585,16.1,12.7,21.2,0.0,6.1,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-30,418,19.0,11.1,28.2,18.0,7.8,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-05-31,578,20.2,16.7,24.6,6.0,4.4,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-01,615,21.4,17.4,26.4,0.0,6.5,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-02,670,24.1,16.6,31.3,0.0,5.5,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-03,638,19.3,14.4,24.1,22.5,7.3,0.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-04,732,19.2,13.6,25.5,0.5,7.3,1.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-05,700,21.2,16.2,27.0,0.0,7.6,1.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-06,465,23.5,17.4,28.7,0.0,5.3,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-07,601,21.4,17.8,25.2,0.0,4.3,0.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-08,620,24.4,18.8,30.6,0.0,4.8,0.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-09,664,26.1,19.3,33.5,0.0,4.0,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-10,689,25.1,19.6,31.4,9.0,7.6,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-11,774,22.4,19.5,26.0,5.0,9.5,1.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-12,725,25.0,19.1,32.7,0.0,4.4,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-13,460,25.8,20.8,32.1,0.0,5.6,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-14,634,25.6,19.7,31.7,0.0,4.7,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-15,656,22.9,21.2,26.0,3.5,4.1,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-16,695,25.2,20.4,30.0,0.0,5.9,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-17,724,22.6,20.7,25.7,0.0,4.5,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-18,729,20.8,19.4,22.2,3.0,5.4,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-19,706,23.3,18.6,29.6,0.0,5.7,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-20,522,23.7,17.7,30.7,0.0,8.0,1.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-21,595,24.9,20.1,30.5,0.0,6.5,1.4,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-22,618,23.1,20.6,28.5,1.0,6.9,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-23,667,22.1,19.3,27.6,16.5,7.7,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-24,718,23.4,18.1,28.7,0.0,5.1,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-25,702,24.5,18.7,30.0,0.0,6.0,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-26,637,23.1,20.2,27.3,4.5,4.2,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-27,515,24.7,19.5,31.5,7.0,5.3,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-28,565,23.7,20.9,30.0,0.0,5.7,0.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-29,651,24.8,21.2,28.7,0.0,5.5,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-06-30,636,24.6,21.5,28.9,5.0,4.2,0.6,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-01,672,26.9,21.3,32.7,0.0,5.1,0.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-02,821,27.5,23.4,32.4,0.0,4.9,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-03,645,23.6,20.4,26.9,68.0,7.1,1.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-04,423,22.1,20.6,24.3,17.0,6.7,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-05,542,24.3,21.0,28.7,0.0,4.7,0.8,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-06,666,26.3,21.3,30.8,0.0,6.1,0.9,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-07,657,26.8,23.2,30.2,1.5,5.2,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-08,619,26.9,24.2,32.2,3.0,5.8,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-09,643,26.3,24.1,30.6,0.0,6.0,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-10,612,26.6,22.6,30.3,12.0,7.4,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-11,502,26.4,24.3,30.2,0.0,5.2,1.2,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-12,580,28.0,23.7,33.7,0.0,4.2,1.1,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-13,543,29.3,25.8,33.5,0.0,4.6,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-14,556,30.3,25.3,34.8,0.0,6.7,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-15,616,29.1,25.3,35.5,0.0,5.8,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-16,663,29.2,24.0,36.5,0.0,7.4,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-17,537,29.4,24.9,33.8,0.0,6.9,1.3,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-18,384,30.1,25.7,34.6,0.0,6.6,1.5,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-19,528,27.0,24.7,32.0,10.5,5.6,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-20,556,28.7,23.8,33.7,0.0,4.2,0.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-21,564,30.9,25.5,36.9,0.0,4.9,0.7,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
강남구,2021-07-22,631,31.7,26.1,37.0,0.0,5.5,1.0,1.0,1.0,1.0,1.0,0.533981,0.793269,0.765461
