자치구별(2),2022
종로구,8
중구,5
용산구,7
성동구,2
광진구,0
동대문구,2
중랑구,2
성북구,1
강북구,5
도봉구,0
노원구,3
은평구,5
서대문구,6
마포구,2
양천구,3
강서구,7
구로구,8
금천구,3
영등포구,10
동작구,5
관악구,9
서초구,3
강남구,11
송파구,5
강동구,5
