자치구별(2),2022
종로구,1587
중구,1506
용산구,1697
성동구,1086
광진구,1713
동대문구,1566
중랑구,1937
성북구,1444
강북구,1773
도봉구,1099
노원구,2206
은평구,1805
서대문구,1092
마포구,2205
양천구,1576
강서구,2401
구로구,2056
금천구,1327
영등포구,2415
동작구,1321
관악구,2567
서초구,2101
강남구,3762
송파구,2669
강동구,1872
