자치구별(2),2022
종로구,2
중구,1
용산구,5
성동구,2
광진구,6
동대문구,4
중랑구,2
성북구,3
강북구,5
도봉구,3
노원구,3
은평구,4
서대문구,5
마포구,2
양천구,2
강서구,3
구로구,11
금천구,2
영등포구,5
동작구,2
관악구,10
서초구,3
강남구,12
송파구,2
강동구,5
