자치구별(2),2022
종로구,228
중구,194
용산구,280
성동구,125
광진구,230
동대문구,125
중랑구,150
성북구,158
강북구,177
도봉구,70
노원구,180
은평구,176
서대문구,157
마포구,436
양천구,114
강서구,261
구로구,217
금천구,127
영등포구,327
동작구,212
관악구,327
서초구,431
강남구,667
송파구,290
강동구,157
