경찰서 명,년월일,신고수 ,평균기온,최저기온,최저기온시각,최고기온,최고기온시각 ,일강수량,최대순간풍속,최대순간풍속시각,평균풍속,최대순산풍속방향
서울중부경찰서,2021-01-10,81,-8.8,-13,455,-4.9,1321,0,6.2,0,1.2,314.6
서울강남경찰서,2021-01-11,277,-6.7,-11.1,610,-3.3,1502,0,2.9,902,0.5,98.4
서울강동경찰서,2021-01-11,214,-7.7,-11.2,623,-4.6,1627,0,3.2,413,1,8.4
서울강북경찰서,2021-01-11,209,-6.6,-9.5,641,-4,1539,0,4.1,251,1,22.5
서울강서경찰서,2021-01-11,247,-6.9,-11.3,517,-3.4,1643,0,3.6,40,0.8,317.8
서울광진경찰서,2021-01-11,187,-6.6,-9.6,521,-4,1530,0,4.3,903,0.9,67.5
서울구로경찰서,2021-01-11,202,-6.3,-10,550,-3,1443,0,4.7,236,1,334.7
서울금천경찰서,2021-01-11,174,-5.6,-8.5,602,-3.3,1513,0,3.9,12,0.9,2.8
서울노원경찰서,2021-01-11,185,-9.7,-15.5,455,-4,1433,0,3.3,1130,0.8,70.3
서울도봉경찰서,2021-01-11,133,-8.4,-12.3,550,-3.7,1601,0,3.3,349,0.6,331.9
서울동작경찰서,2021-01-11,161,-7.3,-11.5,555,-3.5,1447,0,3.7,681.5,0.8,164.7
서울마포경찰서,2021-01-11,198,-6,-8.8,313,-3.5,1507,0,5.6,157,1.4,326.3
서울서대문경찰서,2021-01-11,166,-7.2,-10.3,350,-4,1505,0,4.1,1201,0.9,73
서울서부경찰서,2021-01-11,74,-9.4,-15.1,530,-3.6,1420,0,2.1,1358,0.3,278.4
서울서초경찰서,2021-01-11,180,-6.9,-11.2,522,-3.4,1516,0,2.8,205,1,351.6
서울성동경찰서,2021-01-11,143,-5.1,-7.4,759,-3.3,1622,0,6.2,2,1,329.1
서울성북경찰서,2021-01-11,84,-8.5,-11.4,550,-5.8,1722,0,4.7,6,0.8,303.8
서울송파경찰서,2021-01-11,306,-5.7,-8.6,806,-3.1,1644,0,3.4,1232,1.1,0
서울수서경찰서,2021-01-11,179,-6.7,-11.1,610,-3.3,1502,0,2.9,902,0.5,98.4
서울영등포경찰서,2021-01-11,297,-5.4,-8.3,487,-3.4,1600.5,0,3.3,763,0.9,219.4
서울용산경찰서,2021-01-11,163,-6.8,-10.4,559,-4.3,1529,0,5,1122,1.3,16.9
서울은평경찰서,2021-01-11,101,-5.5,-8.5,833,-2.6,1402,0,3.4,1511,0.8,19.7
서울은평경찰서,2021-01-11,101,-9.4,-15.1,530,-3.6,1420,0,2.1,1358,0.3,278.4
서울은평경찰서,2021-01-11,101,-7.8,-12,381,-3.4,1466,0,3.9,564.5,1.6,223.6
서울종암경찰서,2021-01-11,78,-8.5,-11.4,550,-5.8,1722,0,4.7,6,0.8,303.8
서울중랑경찰서,2021-01-11,254,-6.2,-9.1,833,-4,1517,0,3.6,1134,1.1,19.7
서울중부경찰서,2021-01-11,104,-7.4,-9.7,855,-5.5,1452,0,6.7,34,1.3,317.8
서울강남경찰서,2021-01-12,360,-4,-9.9,429,0.2,1301,2,5.1,1051,0.8,75.9
서울강동경찰서,2021-01-12,197,-5.1,-11,539,-0.3,1409,2,5.8,1527,0.9,247.5
서울강북경찰서,2021-01-12,162,-4.3,-9.5,756,-0.9,1300,1.5,3.5,1304,0.8,115.3
서울강서경찰서,2021-01-12,289,-3.7,-10.2,510,1.7,1315,0.5,5.3,1304,1.4,194.1
서울광진경찰서,2021-01-12,170,-4.1,-9.6,557,-0.1,1357,1,3.4,1143,0.9,67.5
서울구로경찰서,2021-01-12,231,-3.2,-9,716,0.8,1256,2,7.8,1334,1.5,109.7
서울금천경찰서,2021-01-12,228,-2.8,-7.3,642,0.5,1240,3.5,5.4,1450,1.3,157.5
서울노원경찰서,2021-01-12,200,-6.4,-14.8,722,-1.3,1350,2,3.9,1259,1,81.6
서울도봉경찰서,2021-01-12,92,-5.4,-12.1,617,0.2,1353,1,4.7,1336,0.6,194.1
서울동작경찰서,2021-01-12,169,-4.3,-10.5,681.5,1.7,1329,2,4.5,1277.5,0.8,127.7
서울마포경찰서,2021-01-12,198,-3,-7.4,557,0.2,1252,0,5.9,1011,1.9,120.9
서울서대문경찰서,2021-01-12,126,-3.8,-9.2,640,-0.2,1254,1.5,6.8,853,1.5,71.7
서울서부경찰서,2021-01-12,79,-6.3,-13.9,633,0.6,1238,0.5,4.8,1122,0.7,225
서울서초경찰서,2021-01-12,223,-3.7,-10.1,515,1,1403,2,4.5,1347,1.2,196.9
서울성동경찰서,2021-01-12,138,-2.8,-7.7,625,0.3,1311,1.5,5.2,1525,1,185.6
서울성북경찰서,2021-01-12,88,-5.7,-10.7,626,-2.5,2243,2.5,3.7,1028,0.6,90
서울송파경찰서,2021-01-12,297,-3.1,-8.5,626,0.2,1251,1.5,5.1,1519,1.2,171.6
서울수서경찰서,2021-01-12,210,-4,-9.9,429,0.2,1301,2,5.1,1051,0.8,75.9
서울영등포경찰서,2021-01-12,341,-2.9,-6.9,636,1.3,1388,1,4.8,1450,1.1,167.4
서울용산경찰서,2021-01-12,127,-4.3,-9.2,709,0.2,1449,2,5.5,1054,1.3,16.9
서울은평경찰서,2021-01-12,90,-3.4,-8.5,722,0.4,2215,0,5.2,1206,1,216.6
서울은평경찰서,2021-01-12,90,-6.3,-13.9,633,0.6,1238,0.5,4.8,1122,0.7,225
서울은평경찰서,2021-01-12,90,-4,-11.1,594,0.5,1284.5,2.3,6.4,1036,1.7,194.1
서울종암경찰서,2021-01-12,57,-5.7,-10.7,626,-2.5,2243,2.5,3.7,1028,0.6,90
서울중랑경찰서,2021-01-12,181,-3.7,-8.7,619,-0.2,2215,2.5,3.7,238,1.1,33.7
서울중부경찰서,2021-01-12,151,-4.9,-9.5,736,-1.7,1412,2.5,4.6,813,1.3,106
서울강남경찰서,2021-01-13,286,2.5,-3.6,306,9,1513,0,6.6,1532,1.2,194.1
서울강동경찰서,2021-01-13,195,1.7,-4.5,426,8.2,1445,0,8,1547,1.2,225
서울강북경찰서,2021-01-13,157,2.3,-3.5,752,8.1,1529,0,11.2,2034,1.6,320.6
서울강서경찰서,2021-01-13,296,2.4,-2.5,303,8.5,1506,0,5.4,1350,1.7,202.5
서울광진경찰서,2021-01-13,173,2,-3.8,615,8.2,1526,0,6.8,1658,1.2,250.3
서울구로경찰서,2021-01-13,198,2.5,-3.6,735,8.6,1445,0,9.7,1433,2,120.9
서울금천경찰서,2021-01-13,173,3,-1.8,629,8.6,1437,0,6.9,1449,1.3,191.3
서울노원경찰서,2021-01-13,222,-0.3,-10.4,432,8,1511,0,7.3,1532,0.8,219.4
서울도봉경찰서,2021-01-13,151,1.9,-4.9,722,8.7,1512,0,11.2,1745,1.4,286.9
서울동작경찰서,2021-01-13,122,2,-5.1,443.5,9.1,1472,0,8.1,1410.5,1.3,253.2
서울마포경찰서,2021-01-13,202,2.6,-1.9,417,8.3,1433,0,9.7,1530,3.2,216.6
서울서대문경찰서,2021-01-13,136,1.9,-2.3,504,8.1,1412,0,7.1,1542,2.4,235.2
서울서부경찰서,2021-01-13,87,1,-7.6,357,8.4,1516,0,7.3,1034,1,199.7
서울서초경찰서,2021-01-13,243,2.3,-4.5,503,8.9,1455,0,6.2,1543,1.4,208.1
서울성동경찰서,2021-01-13,153,3,-2,609,8.7,1514,0,10.8,1544,1.7,219.4
서울성북경찰서,2021-01-13,106,0.8,-4.8,715,6.9,1509,0,12.2,1646,1.6,210.9
서울송파경찰서,2021-01-13,333,3.1,-2.5,653,8.9,1535,0,6.7,1436,1.5,219.4
서울수서경찰서,2021-01-13,205,2.5,-3.6,306,9,1513,0,6.6,1532,1.2,194.1
서울영등포경찰서,2021-01-13,308,2.8,-2.7,385,8.7,1453.5,0,6.3,1453.5,1.2,185.6
서울용산경찰서,2021-01-13,140,2,-3.8,13,8.4,1504,0,10.8,1523,2.1,244.7
서울은평경찰서,2021-01-13,98,2.7,-2.8,700,9.2,1503,0,8.7,1544,1.5,281.3
서울은평경찰서,2021-01-13,98,1,-7.6,357,8.4,1516,0,7.3,1034,1,199.7
서울은평경찰서,2021-01-13,98,2.9,-2.8,392.5,8.3,1461.5,0,9.2,1300.5,2.6,201.1
서울종암경찰서,2021-01-13,78,0.8,-4.8,715,6.9,1509,0,12.2,1646,1.6,210.9
서울중랑경찰서,2021-01-13,315,2.5,-2.6,508,8.4,1528,0,6.1,1453,1.2,250.3
서울중부경찰서,2021-01-13,115,0.9,-3.7,703,6.7,1458,0,8.7,2038,2.2,302.6
서울강남경찰서,2021-01-14,300,1,-4.2,737,8.1,1458,0,3.9,36,0.6,312.2
서울강동경찰서,2021-01-14,228,1.5,-3.6,717,6.7,1439,0,4.4,1423,1,120.9
서울강북경찰서,2021-01-14,178,1.6,-3.2,756,6.6,1554,0,7.8,49,1.2,312.2
서울강서경찰서,2021-01-14,315,1.4,-5.3,733,6.9,1432,0,4.5,1321,1.1,120.9
서울광진경찰서,2021-01-14,212,1.7,-2.7,741,6.4,1534,0,5.3,45,1,239.1
서울구로경찰서,2021-01-14,199,2.1,-4.1,756,8.6,1455,0,6.6,1212,1.7,61.9
서울금천경찰서,2021-01-14,166,2.9,-1.7,624,7.7,1516,0,5.4,1425,1.3,67.5
서울노원경찰서,2021-01-14,182,-2.1,-8,617,6.6,1537,0,7.5,121,1,281.3
서울도봉경찰서,2021-01-14,139,-0.7,-6.2,751,7.8,1506,0,7.1,148,0.7,334.7
서울동작경찰서,2021-01-14,183,0.8,-4.5,728.5,7.3,1576.5,0,5.1,596.5,1.2,157.6
서울마포경찰서,2021-01-14,246,2.4,-3,731,6.6,1535,0,7.9,50,2.6,300.9
서울서대문경찰서,2021-01-14,140,1.8,-4,711,6.6,1513,0,8.4,2032,1.6,55.5
서울서부경찰서,2021-01-14,133,-1,-8.4,737,9.1,2227,0,5.9,1342,0.7,25.3
서울서초경찰서,2021-01-14,312,1.7,-3.5,725,7.1,1502,0,4.6,1324,1.2,126.6
서울성동경찰서,2021-01-14,207,3,-1.2,620,7,1535,0,5.3,120,1.3,345.9
서울성북경찰서,2021-01-14,108,-0.1,-5,800,4.1,1523,0,10.8,35,1.7,340.3
서울송파경찰서,2021-01-14,287,3,-1.5,759,8,1529,0,5.8,115,1.1,309.4
서울수서경찰서,2021-01-14,254,1,-4.2,737,8.1,1458,0,3.9,36,0.6,312.2
서울영등포경찰서,2021-01-14,296,2.6,-2,739,7,1581,0,4.5,629,1.3,236.3
서울용산경찰서,2021-01-14,178,1.5,-3.5,840,6.7,1552,0,7.4,1420,1.6,19.7
서울은평경찰서,2021-01-14,101,2.8,-1.8,737,7.7,1508,0,7.4,229,1.3,25.3
서울은평경찰서,2021-01-14,101,-1,-8.4,737,9.1,2227,0,5.9,1342,0.7,25.3
서울은평경찰서,2021-01-14,101,0.9,-4.9,733.5,7.4,1392.5,0,5.3,1228.5,1.4,213.8
서울종암경찰서,2021-01-14,79,-0.1,-5,800,4.1,1523,0,10.8,35,1.7,340.3
서울중랑경찰서,2021-01-14,289,2.3,-2.2,753,6.6,1518,0,5.1,130,1.3,334.7
서울중부경찰서,2021-01-14,104,0.7,-3.4,641,4.2,1601,0,7.9,122,3.2,309.4
서울강남경찰서,2021-01-15,311,4.9,-1.1,50,11.2,1330,0,7.4,1420,1.4,227.8
서울강동경찰서,2021-01-15,236,4,-0.3,351,10.6,1353,0,9.3,1347,1.6,227.8
서울강북경찰서,2021-01-15,230,4.5,0.1,2359,10.2,1347,0,11.2,1446,2.1,272.8
서울강서경찰서,2021-01-15,360,4.8,-1.4,0,10.6,1340,0,7.3,1506,2.1,284.1
서울광진경찰서,2021-01-15,228,4.3,0,114,10.8,1337,0,8.2,1438,1.7,267.2
서울구로경찰서,2021-01-15,216,5.2,-0.6,2358,10.4,1244,0,11,1400,2.8,120.9
서울금천경찰서,2021-01-15,163,5.6,0,0,10.9,1251,0,7.7,934,2.4,182.8
서울노원경찰서,2021-01-15,213,2.9,-5,109,10.1,1351,0,8.3,1532,1.1,253.1
서울도봉경찰서,2021-01-15,122,3.4,-3.2,111,10.2,1416,0.5,9.9,1513,1.5,244.7
서울동작경찰서,2021-01-15,164,4.5,-1.5,1185,11.4,1283,0,9.2,1314.5,1.9,233.5
서울마포경찰서,2021-01-15,251,4.9,-1.3,2356,10.7,1130,0,10.4,1243,3.6,205.3
서울서대문경찰서,2021-01-15,140,4.8,-1.5,2359,10.1,1129,0,9.5,1302,2.6,185.4
서울서부경찰서,2021-01-15,71,6.3,-2.2,2355,10.5,1146,0,8,1008,2.2,115.3
서울서초경찰서,2021-01-15,377,4.7,0,116,11.7,1324,0,6,1803,1.4,19.7
서울성동경찰서,2021-01-15,182,5.1,0.8,2355,10.9,1306,0,12.1,1404,2.4,225
서울성북경찰서,2021-01-15,109,3.4,-1.3,0,8.5,1302,0,12,1304,1.8,222.2
서울송파경찰서,2021-01-15,401,5.1,0.8,0,10.9,1336,0,8.1,1423,1.5,236.3
서울수서경찰서,2021-01-15,243,4.9,-1.1,50,11.2,1330,0,7.4,1420,1.4,227.8
서울영등포경찰서,2021-01-15,326,5,-0.4,2353,10.9,1249.5,0,6.8,1306,1.8,184.3
서울용산경찰서,2021-01-15,158,4.7,-0.3,2358,10.7,1302,0,12.5,1310,2.5,236.3
서울은평경찰서,2021-01-15,125,4.7,0.5,2352,10.8,1313,0,10.7,1430,2.1,267.2
서울은평경찰서,2021-01-15,125,6.3,-2.2,2355,10.5,1146,0,8,1008,2.2,115.3
서울은평경찰서,2021-01-15,125,5.2,-0.2,1190.5,10.6,1287,0,8.9,1211.5,2.3,225
서울종암경찰서,2021-01-15,82,3.4,-1.3,0,8.5,1302,0,12,1304,1.8,222.2
서울중랑경찰서,2021-01-15,240,4.4,0.4,2354,10.3,1322,0,8.6,1532,1.9,250.3
서울중부경찰서,2021-01-15,134,3.1,-2.4,2345,9,1351,0,10.6,1320,2.8,262.8
서울강남경찰서,2021-01-16,288,-3.7,-7.6,2356,0.7,3,0,7.3,1545,2.1,258.8
서울강동경찰서,2021-01-16,201,-3.8,-7.6,2347,0.4,1,0,7.1,1259,1.6,241.9
서울강북경찰서,2021-01-16,228,-4.1,-8,2352,0.2,1,0,7.9,430,2.7,292.5
서울강서경찰서,2021-01-16,270,-4.9,-8.4,2358,-1.2,19,0,6.9,2328,2.8,303.8
서울광진경찰서,2021-01-16,225,-4,-7.5,2358,0.4,1,0,7.2,1445,2.5,306.6
서울구로경찰서,2021-01-16,183,-4.1,-7.9,2359,-0.4,1345,0,8.2,1406,2.5,118.1
서울금천경찰서,2021-01-16,165,-4.4,-7.9,2356,0.1,3,0,6.7,2351,2.1,340.3
서울노원경찰서,2021-01-16,234,-3.9,-7.8,2346,0.1,22,0,8.6,1453,1.6,286.9
서울도봉경찰서,2021-01-16,132,-4.3,-8.4,2348,-0.1,1,0,7.2,247,1.8,270
서울동작경찰서,2021-01-16,133,-4.3,-8.1,2353,0,3,0,7.1,2117.5,1.8,159.1
서울마포경찰서,2021-01-16,281,-5.2,-9.1,2347,-1.4,1,0,9.9,1905,4,300.9
서울서대문경찰서,2021-01-16,153,-5.5,-9.1,2342,-1.5,1,0,8.6,1940,2.6,93.6
서울서부경찰서,2021-01-16,91,-5.9,-11.4,2347,-1.8,1440,0,5.8,1531,1.1,303.8
서울서초경찰서,2021-01-16,198,-4.2,-7.8,2353,0.1,1,0,7.3,2009,2.8,306.6
서울성동경찰서,2021-01-16,173,-3.5,-7.1,0,0.8,1,0,10,1603,2.9,281.3
서울성북경찰서,2021-01-16,105,-5.5,-9.6,2356,-1.3,1,0,8.3,1609,1.8,357.2
서울송파경찰서,2021-01-16,296,-3.8,-7.3,2349,1,5,0,6.7,1615,2.5,312.2
서울수서경찰서,2021-01-16,184,-3.7,-7.6,2356,0.7,3,0,7.3,1545,2.1,258.8
서울영등포경찰서,2021-01-16,285,-4.4,-7.9,2347,-0.4,1,0,6.6,1916,2.7,264.4
서울용산경찰서,2021-01-16,196,-4.6,-8.2,2355,-0.4,1,0,8,1343,1.9,306.6
서울은평경찰서,2021-01-16,148,-3.6,-7.1,2341,0.5,1,0,9,1553,2.5,292.5
서울은평경찰서,2021-01-16,148,-5.9,-11.4,2347,-1.8,1440,0,5.8,1531,1.1,303.8
서울은평경찰서,2021-01-16,148,-4.6,-8.7,2357.5,-0.2,1,0,6.7,1926,1.6,182.8
서울종암경찰서,2021-01-16,83,-5.5,-9.6,2356,-1.3,1,0,8.3,1609,1.8,357.2
서울중랑경찰서,2021-01-16,353,-3.7,-7,2335,0.4,2,0,6.8,1411,2.6,303.7
서울중부경찰서,2021-01-16,91,-6.6,-10.7,0,-2.4,1,0,9.5,1545,3.4,301.5
서울강남경찰서,2021-01-17,178,-4.5,-8.7,711,-0.8,1453,0,5.9,119,1.4,326.3
서울강동경찰서,2021-01-17,182,-4.9,-10.1,719,-1.5,1542,0,7,1613,1.4,227.8
서울강북경찰서,2021-01-17,143,-4.8,-9.4,751,-1.6,1603,0,8,2339,1.9,326.3
서울강서경찰서,2021-01-17,248,-5.5,-11,645,-1.4,1433,0,5,11,1.4,303.8
서울광진경찰서,2021-01-17,170,-4.7,-8.8,651,-1.6,1541,0,6,1343,1.6,236.3
서울구로경찰서,2021-01-17,185,-4.6,-9.4,653,-1.1,1422,0,7.4,1530,1.7,118.1
서울금천경찰서,2021-01-17,156,-4.8,-8.6,814,-1.4,1548,0,5.2,46,1.6,312.2
서울노원경찰서,2021-01-17,172,-5.7,-13.9,750,-1.4,1416,0,6.8,1428,1.1,219.4
서울도봉경찰서,2021-01-17,154,-5.6,-12,747,-0.4,1306,0,6,1427,1.1,171.6
서울동작경찰서,2021-01-17,101,-5,-10.5,628.5,-0.8,1523,0,6.2,787.5,1.3,270.1
서울마포경찰서,2021-01-17,178,-5.4,-10.1,641,-1,1423,0,7,146,2.4,303.8
서울서대문경찰서,2021-01-17,100,-6,-11.5,620,-2,1431,0,6.6,3,1.4,311.6
서울서부경찰서,2021-01-17,79,-7.9,-14.9,748,-2.2,1621,0,3.9,1353,0.5,270
서울서초경찰서,2021-01-17,151,-4.7,-8.5,737,-0.9,1637,0,5.3,20,1.7,306.6
서울성동경찰서,2021-01-17,125,-4.1,-7.8,546,-1,1635,0,7.2,1539,2,202.5
서울성북경찰서,2021-01-17,75,-6.4,-11.9,751,-2.7,1331,0,7.1,1541,1.5,216.6
서울송파경찰서,2021-01-17,243,-4.2,-8.2,606,-0.6,1620,0,5.8,127,1.9,244.7
서울수서경찰서,2021-01-17,131,-4.5,-8.7,711,-0.8,1453,0,5.9,119,1.4,326.3
서울영등포경찰서,2021-01-17,229,-4.8,-8.6,758,-1.4,1630,0,6.1,957,1.6,239.1
서울용산경찰서,2021-01-17,125,-5.2,-9.2,826,-1.9,1511,0,7.9,1543,1.7,225
서울은평경찰서,2021-01-17,132,-4.1,-8.5,740,-0.5,1552,0,6.4,137,1.9,298.1
서울은평경찰서,2021-01-17,132,-7.9,-14.9,748,-2.2,1621,0,3.9,1353,0.5,270
서울은평경찰서,2021-01-17,132,-5.7,-12.2,744,-1.6,1525.5,0,5.9,1439,1.4,199.7
서울종암경찰서,2021-01-17,71,-6.4,-11.9,751,-2.7,1331,0,7.1,1541,1.5,216.6
서울중랑경찰서,2021-01-17,181,-4.4,-8.4,724,-1,1614,0,6.7,1759,1.7,230.6
서울중부경찰서,2021-01-17,57,-6.8,-11.5,718,-2.6,1457,0,7.8,149,1.9,296.8
서울강남경찰서,2021-01-18,277,-2.7,-8.1,2356,1.1,1355,0.5,10.2,1657,1.8,317.8
서울강동경찰서,2021-01-18,194,-3.2,-8.3,2353,1.3,1524,0.5,9.4,1618,1.3,239.1
서울강북경찰서,2021-01-18,152,-3.3,-8.6,2359,0.8,1521,0,16.5,1549,2.8,326.3
서울강서경찰서,2021-01-18,244,-3.1,-8.9,2357,1.5,1332,0,10.7,1607,2.9,317.8
서울광진경찰서,2021-01-18,187,-3.1,-8,2353,0.8,1349,0,10,1750,2,312.2
서울구로경찰서,2021-01-18,166,-3,-8.6,2354,1.9,1401,0,17.1,1740,2.8,61.9
서울금천경찰서,2021-01-18,149,-2.8,-8.5,2341,1.3,1408,0,9.4,1656,2.4,45
서울노원경찰서,2021-01-18,220,-3.7,-8.5,2356,0.8,1510,0,13.9,1600,1.9,284.1
서울도봉경찰서,2021-01-18,142,-3.9,-9.4,2349,1.1,1527,0,15.5,1619,1.6,306.6
서울동작경찰서,2021-01-18,120,-3.2,-8.7,2354,1.3,1374.5,0,12.5,1709.5,1.8,295.5
서울마포경찰서,2021-01-18,153,-3.3,-9.4,2347,0.7,1341,0,21.2,1709,4,298.1
서울서대문경찰서,2021-01-18,151,-3.8,-9.7,2353,0.2,1314,0,16,1623,2.5,118.2
서울서부경찰서,2021-01-18,76,-3.7,-10.9,2349,0.6,1447,0,10.6,1517,1.5,281.3
서울서초경찰서,2021-01-18,179,-3.1,-8.2,2348,1,1357,0,11.4,1715,2.7,272.8
서울성동경찰서,2021-01-18,158,-2.3,-7.4,2353,1.4,1346,0,14,1741,2.5,329.1
서울성북경찰서,2021-01-18,85,-4.8,-9.9,2344,-0.9,1506,0,17.4,1509,2.1,317.8
서울송파경찰서,2021-01-18,317,-2.8,-8.1,2358,0.8,1335,0,10.2,1648,2.9,343.1
서울수서경찰서,2021-01-18,176,-2.7,-8.1,2356,1.1,1355,0.5,10.2,1657,1.8,317.8
서울영등포경찰서,2021-01-18,235,-2.6,-8.4,2356,1.4,1346.5,0,10.2,1710.5,2.5,291.1
서울용산경찰서,2021-01-18,142,-3.4,-8.8,2354,0.7,1350,0,11.6,1602,1.9,281.3
서울은평경찰서,2021-01-18,99,-2.6,-7.9,2340,1.3,1453,0.5,14.3,1600,2.4,343.1
서울은평경찰서,2021-01-18,99,-3.7,-10.9,2349,0.6,1447,0,10.6,1517,1.5,281.3
서울은평경찰서,2021-01-18,99,-3.6,-9.4,2358.5,1.1,1223,0,12.5,1726.5,2.7,181.4
서울종암경찰서,2021-01-18,73,-4.8,-9.9,2344,-0.9,1506,0,17.4,1509,2.1,317.8
서울중랑경찰서,2021-01-18,273,-2.7,-7.8,2345,1,1512,0,12.5,1750,2.6,5.5
서울중부경찰서,2021-01-18,84,-5,-11,2354,-1.3,1204,0,18.1,1626,3.5,300
서울강남경찰서,2021-01-19,326,-5.9,-10.5,655,-0.3,1542,0,5.2,1,0.9,292.5
서울강동경찰서,2021-01-19,194,-6.1,-11.3,802,-0.9,1524,0,6.3,248,1.3,28.1
서울강북경찰서,2021-01-19,129,-6.1,-11.2,807,-1,1624,0,7.7,14,1.6,295.3
서울강서경찰서,2021-01-19,250,-6.9,-11.6,822,-1.9,1547,0,5.8,41,1.4,337.5
서울광진경찰서,2021-01-19,230,-6,-10.5,644,-1.6,1426,0,4.9,20,1.3,315
서울구로경찰서,2021-01-19,193,-5.8,-11.2,740,-0.1,1511,0,7.4,31,1.5,323.4
서울금천경찰서,2021-01-19,122,-5.2,-10.2,659,-0.3,1605,0,6.3,23,1.2,337.5
서울노원경찰서,2021-01-19,185,-8.4,-15.4,701,-1.1,1514,0,4.6,1,0.9,298.1
서울도봉경찰서,2021-01-19,110,-7.4,-13.7,741,1.4,1447,0,5.7,131,0.9,312.2
서울동작경찰서,2021-01-19,197,-6.4,-12.1,679,0,1546,0,5.7,135,1,167.3
서울마포경찰서,2021-01-19,213,-6,-11.3,505,-1.4,1505,0,8.1,120,1.8,334.7
서울서대문경찰서,2021-01-19,161,-7.3,-12.9,600,-1.6,1430,0,7.5,9,1,331
서울서부경찰서,2021-01-19,70,-9.2,-15.9,725,-1.4,1548,0,3.7,1404,0.5,275.6
서울서초경찰서,2021-01-19,188,-5.7,-11,616,-0.7,1610,0,5.2,55,1.2,312.2
서울성동경찰서,2021-01-19,169,-4.7,-8.8,534,-0.5,1602,0,7.3,4,1.4,250.3
서울성북경찰서,2021-01-19,95,-7.8,-13.2,655,-2.3,1527,0,5.5,1442,1.2,185.6
서울송파경찰서,2021-01-19,305,-5.1,-9.7,617,-0.4,1504,0,5.6,5,1.3,247.5
서울수서경찰서,2021-01-19,257,-5.9,-10.5,655,-0.3,1542,0,5.2,1,0.9,292.5
서울영등포경찰서,2021-01-19,308,-5.4,-10.2,667,-1.2,1590,0,5.4,17,1.5,299.5
서울용산경찰서,2021-01-19,175,-6.1,-10.6,533,-1.3,1523,0,7.4,203,1.2,28.1
서울은평경찰서,2021-01-19,98,-4.9,-10.2,815,0.7,1547,0,5.9,328,1.3,11.3
서울은평경찰서,2021-01-19,98,-9.2,-15.9,725,-1.4,1548,0,3.7,1404,0.5,275.6
서울은평경찰서,2021-01-19,98,-7.4,-13.7,670,-0.4,1555.5,0,4.9,615,1.7,188.5
서울종암경찰서,2021-01-19,94,-7.8,-13.2,655,-2.3,1527,0,5.5,1442,1.2,185.6
서울중랑경찰서,2021-01-19,231,-5.7,-10.8,825,-1,1612,0,5.4,2,1.5,334.7
서울중부경찰서,2021-01-19,106,-7.2,-12.3,450,-2,1532,0,8.1,46,1.2,324.8
서울강남경찰서,2021-01-20,299,-0.9,-7.6,608,7.8,1559,0,4.1,1441,0.7,208.1
서울강동경찰서,2021-01-20,229,-1.3,-8.3,504,5.9,1604,0,3.6,913,1,67.5
서울강북경찰서,2021-01-20,162,-0.8,-8,728,5.8,1556,0,3.6,323,0.9,16.9
서울강서경찰서,2021-01-20,317,-0.9,-9,736,7.1,1556,0,4.1,1138,1,115.3
서울광진경찰서,2021-01-20,207,-0.9,-7,716,6,1556,0,4.5,1006,1.1,87.2
서울구로경찰서,2021-01-20,228,0.9,-7.1,417,8.9,1459,0,6.4,913,1.7,73.1
서울금천경찰서,2021-01-20,139,0.8,-5.3,726,7.3,1628,0,4.4,1533,1,185.6
서울노원경찰서,2021-01-20,235,-3.7,-12.1,428,6.3,1548,0,4.7,1123,1,106.9
서울도봉경찰서,2021-01-20,128,-3,-10.7,728,8.2,1523,0,3.7,1122,0.5,188.4
서울동작경찰서,2021-01-20,164,-0.9,-7.6,684.5,8.1,1611.5,0,5.4,1064,1.3,54.9
서울마포경찰서,2021-01-20,222,1.1,-5.4,615,7,1445,0,7.5,735,2.3,75.9
서울서대문경찰서,2021-01-20,168,0.3,-6.6,414,7,1600,0,9,916,1.8,65.8
서울서부경찰서,2021-01-20,74,-3.4,-11.8,611,7.5,1514,0,4,1424,0.4,132.2
서울서초경찰서,2021-01-20,233,-0.1,-6.8,420,7.8,1611,0,3.6,1144,1.1,115.3
서울성동경찰서,2021-01-20,139,0.6,-5.3,644,7,1551,0,4.9,1302,1.2,53.4
서울성북경찰서,2021-01-20,100,-2.2,-8.5,656,4.2,1549,0,4.5,1308,1,45
서울송파경찰서,2021-01-20,291,0.3,-6.4,540,8.1,1549,0,3.3,1351,0.9,340.3
서울수서경찰서,2021-01-20,202,-0.9,-7.6,608,7.8,1559,0,4.1,1441,0.7,208.1
서울영등포경찰서,2021-01-20,391,0.8,-4.8,722.5,7.3,1590.5,0,4.6,901,1.4,136.5
서울용산경찰서,2021-01-20,172,-0.6,-6.6,701,7.1,1550,0,6.5,1207,1.7,56.3
서울은평경찰서,2021-01-20,167,0.2,-6.4,744,7.6,1537,0,4.1,804,1.3,70.3
서울은평경찰서,2021-01-20,167,-3.4,-11.8,611,7.5,1514,0,4,1424,0.4,132.2
서울은평경찰서,2021-01-20,167,-1,-8,346,7.3,1470.5,0,4.5,1518.5,1.6,142.1
서울종암경찰서,2021-01-20,91,-2.2,-8.5,656,4.2,1549,0,4.5,1308,1,45
서울중랑경찰서,2021-01-20,284,-0.2,-6.6,607,6.5,1628,0,4.6,528,1.4,16.8
서울중부경찰서,2021-01-20,119,-1.4,-7.7,805,4.2,1554,0,6.8,652,3.4,83.7
